Ordre,Brand,Model,Year,Price,Mileage,Age,FuelType,Transmission,AdditionalInfo
3822,Audi,A4,0,-1,54500.0,,Diesel,Automatic,Refurbished
3823,Mercedes,C-Class,2000,,125500.0,24.0,Petrol,Semi-Automatic,First owner
3824,Chevrolet,Civic,2018,32100,184000.0,6.0,Hybrid,Semi-Automatic,
3825,Ford,C-Class,2014,33400,130500.0,10.0,Petrol,Manual,Refurbished
3826,Kia,X5,2002,36600,134500.0,22.0,Petrol,Automatic,Second owner
3827,Toyota,X5,2015,32200,51500.0,9.0,Electric,Semi-Automatic,Second owner
3828,Chevrolet,,1996,49300,207000.0,28.0,Diesel,Automatic,First owner
3829,Toyota,Sportage,1990,37200,197000.0,34.0,Diesel,Semi-Automatic,Refurbished
3830,Mercedes,F-150,2007,15400,120500.0,17.0,Electric,Semi-Automatic,Fleet vehicle
3831,BMW,Sportage,0,37500,202500.0,,Electric,Automatic,
3832,Toyota,Elantra,1992,18700,18500.0,32.0,Gas,Semi-Automatic,Second owner
3833,Mercedes,F-150,2018,29700,95500.0,6.0,Diesel,Automatic,Fleet vehicle
3834,Hyundai,X5,1996,17700,165000.0,28.0,Diesel,Semi-Automatic,Fleet vehicle
3835,Toyota,C-Class,2021,10500,16500.0,3.0,Electric,Manual,Fleet vehicle
3836,Hyundai,Impala,2005,21200,229500.0,19.0,Diesel,Manual,
3837,Ford,Corolla,1997,47900,62500.0,27.0,Gas,Automatic,First owner
3838,Audi,A4,1996,47500,156500.0,28.0,Hybrid,Manual,First owner
3839,Hyundai,Civic,2001,11400,,23.0,Gas,Manual,
3840,Honda,X5,1995,Error,115000.0,29.0,Gas,Manual,Imported
3841,???,C-Class,2013,17500,119500.0,11.0,Diesel,Semi-Automatic,Refurbished
3842,Honda,Altima,2008,23000,103500.0,16.0,Diesel,Automatic,Imported
3843,Honda,Civic,2021,8400,269000.0,3.0,Petrol,Automatic,Second owner
3844,Nissan,Corolla,1991,41600,264500.0,33.0,Hybrid,Manual,
3845,,F-150,2004,4000,129000.0,20.0,Electric,Manual,
3846,,Impala,2017,10000,95500.0,7.0,Electric,Automatic,
3847,Honda,F-150,2017,7200,143000.0,7.0,Petrol,Manual,Second owner
3848,Audi,C-Class,2019,40800,22500.0,5.0,Electric,Manual,Fleet vehicle
3849,Toyota,A4,1997,44100,26000.0,27.0,Electric,Semi-Automatic,Fleet vehicle
3850,Honda,Elantra,2000,44200,,24.0,Gas,Automatic,Refurbished
3851,Audi,X5,2005,33800,200000.0,19.0,Hybrid,Semi-Automatic,Refurbished
3852,Mercedes,Civic,2008,4800,254500.0,16.0,Petrol,Semi-Automatic,Refurbished
3853,Toyota,Civic,1991,12900,245500.0,33.0,Gas,Automatic,Refurbished
3854,Audi,Altima,1997,17600,,27.0,Hybrid,Automatic,Imported
3855,Kia,Corolla,1995,5100,106500.0,29.0,Hybrid,Automatic,
3856,BMW,X5,2017,2500,30500.0,7.0,Petrol,Semi-Automatic,
3857,BMW,C-Class,2012,47400,171000.0,12.0,Gas,Semi-Automatic,Imported
3858,Mercedes,X5,1997,9500,181500.0,27.0,Petrol,Automatic,Fleet vehicle
3859,BMW,Impala,2012,21600,224000.0,12.0,Hybrid,Semi-Automatic,Fleet vehicle
3860,Hyundai,Impala,2003,10500,,21.0,Petrol,Semi-Automatic,First owner
3861,Hyundai,Elantra,2002,-1,7500.0,22.0,Diesel,Manual,
3862,Chevrolet,Civic,2002,35400,176500.0,22.0,Hybrid,Semi-Automatic,Fleet vehicle
3863,Hyundai,Altima,2018,39600,-5000.0,6.0,Petrol,Semi-Automatic,Fleet vehicle
3864,Toyota,Impala,1993,48500,296000.0,31.0,Hybrid,Semi-Automatic,Imported
3865,Mercedes,Altima,2020,5200,36000.0,4.0,Hybrid,Manual,
3866,Ford,,2017,40400,108000.0,7.0,Hybrid,Semi-Automatic,Fleet vehicle
3867,Hyundai,Elantra,2015,41000,181500.0,9.0,Gas,Semi-Automatic,Fleet vehicle
3868,Ford,C-Class,2001,8900,259500.0,23.0,Hybrid,Semi-Automatic,Second owner
3869,Hyundai,,1999,36100,220500.0,25.0,Petrol,Automatic,
3870,Mercedes,C-Class,2008,45700,25500.0,16.0,Diesel,Manual,Second owner
3871,Ford,Altima,,10600,33500.0,,Hybrid,Manual,Fleet vehicle
3872,Honda,C-Class,2009,38800,195000.0,15.0,Electric,Semi-Automatic,First owner
3873,Ford,Corolla,2004,46300,172000.0,20.0,Gas,Semi-Automatic,Imported
3874,Nissan,Corolla,2022,7600,89000.0,2.0,Diesel,Semi-Automatic,Refurbished
3875,BMW,Elantra,0,23500,135000.0,,Hybrid,Manual,
3876,Kia,X5,1998,8200,126500.0,26.0,Electric,Automatic,Fleet vehicle
3877,Kia,F-150,2003,4500,255500.0,21.0,Diesel,Semi-Automatic,Refurbished
3878,Hyundai,A4,2003,21600,37500.0,21.0,Electric,Automatic,
3879,,F-150,2020,48100,222000.0,4.0,Electric,Manual,Imported
3880,Chevrolet,Corolla,2017,33600,13000.0,7.0,Diesel,Automatic,Fleet vehicle
3881,Honda,Elantra,2023,5300,153000.0,1.0,Gas,Semi-Automatic,
3882,Audi,Civic,2009,-1,240000.0,15.0,Electric,Automatic,
3883,Chevrolet,Elantra,2006,10000,197500.0,18.0,Gas,Semi-Automatic,
3884,BMW,Impala,2009,16100,,15.0,Petrol,Semi-Automatic,Imported
3885,BMW,Impala,2021,48600,12000.0,3.0,Hybrid,Semi-Automatic,First owner
3886,BMW,C-Class,2018,17500,114000.0,6.0,Electric,Manual,
3887,Hyundai,C-Class,1995,46800,256500.0,29.0,Electric,Semi-Automatic,Second owner
3888,BMW,A4,2006,42200,4000.0,18.0,Diesel,Automatic,Imported
3889,Nissan,A4,1992,49500,194000.0,32.0,Hybrid,Manual,Imported
3890,Mercedes,F-150,1998,22800,-5000.0,26.0,Hybrid,Semi-Automatic,Second owner
3891,BMW,C-Class,2020,31900,38500.0,4.0,Diesel,Semi-Automatic,First owner
3892,,Impala,2002,40100,68500.0,22.0,Petrol,Automatic,Fleet vehicle
3893,Honda,Elantra,2006,,18500.0,18.0,Electric,Automatic,
3894,Chevrolet,A4,2011,8300,51000.0,13.0,Hybrid,Semi-Automatic,Imported
3895,Audi,Altima,1996,Error,48500.0,28.0,Gas,Semi-Automatic,Refurbished
3896,Ford,Corolla,2012,16600,-5000.0,12.0,Gas,Semi-Automatic,Second owner
3897,BMW,Impala,1994,25400,277000.0,30.0,Diesel,Automatic,
3898,Nissan,Civic,2006,47500,148500.0,18.0,Gas,Manual,First owner
3899,Ford,C-Class,1998,32600,203500.0,26.0,Diesel,Manual,Second owner
3900,Nissan,C-Class,1994,36700,189500.0,30.0,Petrol,Semi-Automatic,Second owner
3901,,Elantra,2004,8100,97500.0,20.0,Electric,Automatic,Refurbished
3902,Kia,Civic,2004,46500,268000.0,20.0,Petrol,Manual,Fleet vehicle
3903,Chevrolet,Elantra,2003,31300,131500.0,21.0,Diesel,Automatic,Imported
3904,Nissan,Impala,2000,1100,224500.0,24.0,Electric,Manual,
3905,Nissan,Corolla,2003,39300,217000.0,21.0,Diesel,Automatic,Fleet vehicle
3906,Honda,Altima,2008,18800,290000.0,16.0,Gas,Manual,Second owner
3907,Kia,C-Class,,22900,198500.0,,Petrol,Semi-Automatic,First owner
3908,Honda,Corolla,2008,34400,104500.0,16.0,Gas,Manual,Second owner
3909,Honda,Unknown,2011,47000,,13.0,Diesel,Semi-Automatic,
3910,BMW,A4,2010,,,14.0,Petrol,Semi-Automatic,Second owner
3911,BMW,Impala,1997,12900,61500.0,27.0,Electric,Manual,Second owner
3912,Hyundai,Sportage,1998,11300,220000.0,26.0,Petrol,Semi-Automatic,Fleet vehicle
3913,Honda,Sportage,2013,46300,70500.0,11.0,Gas,Automatic,
3914,BMW,Impala,1997,27500,246500.0,27.0,Gas,Manual,First owner
3915,Hyundai,Impala,2016,47000,130500.0,8.0,Electric,Manual,First owner
3916,Kia,A4,1995,22400,296500.0,29.0,Hybrid,Automatic,
3917,Kia,C-Class,2020,24800,212500.0,4.0,Electric,Semi-Automatic,Refurbished
3918,Honda,Corolla,2006,8300,273500.0,18.0,Hybrid,Manual,
3919,Kia,F-150,2017,27900,261000.0,7.0,Electric,Manual,Second owner
3920,Audi,Elantra,2012,28600,51000.0,12.0,Diesel,Automatic,Imported
3921,Hyundai,Impala,2016,23100,50000.0,8.0,Hybrid,Semi-Automatic,First owner
3922,,Impala,1997,2000,77500.0,27.0,Electric,Semi-Automatic,First owner
3923,Audi,Impala,2019,9500,215000.0,5.0,Petrol,Semi-Automatic,Fleet vehicle
3924,Hyundai,Unknown,2013,10800,84000.0,11.0,Petrol,Semi-Automatic,
3925,Hyundai,F-150,1992,24400,80500.0,32.0,Petrol,Semi-Automatic,Refurbished
3926,Kia,Civic,2013,7700,170000.0,11.0,Electric,Automatic,Second owner
3927,Hyundai,A4,1998,7400,133500.0,26.0,Petrol,Manual,Second owner
3928,Hyundai,Elantra,1996,41900,180000.0,28.0,Hybrid,Automatic,
3929,Chevrolet,Altima,2009,2600,248500.0,15.0,Gas,Automatic,Refurbished
3930,Mercedes,X5,2016,9400,197000.0,8.0,Gas,Automatic,Refurbished
3931,Chevrolet,F-150,2018,39800,88000.0,6.0,Diesel,Manual,Fleet vehicle
3932,,Civic,2002,46700,174500.0,22.0,Gas,Automatic,Fleet vehicle
3933,Nissan,Civic,1998,30700,197000.0,26.0,Diesel,Manual,Refurbished
3934,Toyota,Civic,2018,40300,-5000.0,6.0,Hybrid,Automatic,Refurbished
3935,Mercedes,Altima,0,33600,245500.0,,Electric,Automatic,Refurbished
3936,Ford,C-Class,2004,34700,196000.0,20.0,Petrol,Automatic,Imported
3937,Kia,Civic,2020,14900,175000.0,4.0,Hybrid,Semi-Automatic,Refurbished
3938,Kia,F-150,2012,41600,132000.0,12.0,Hybrid,Automatic,First owner
3939,Audi,Impala,1996,3500,284500.0,28.0,Gas,Automatic,Second owner
3940,Kia,Civic,1997,21000,157500.0,27.0,Diesel,Manual,
3941,Chevrolet,Civic,1990,26600,125500.0,34.0,Hybrid,Semi-Automatic,Imported
3942,Audi,Elantra,Year?,2700,93500.0,,Petrol,Automatic,Fleet vehicle
3943,Toyota,Elantra,2018,28500,151500.0,6.0,Hybrid,Automatic,Refurbished
3944,Honda,Altima,2017,41800,201500.0,7.0,Electric,Semi-Automatic,Second owner
3945,Kia,X5,2018,1800,33000.0,6.0,Petrol,Manual,First owner
3946,Chevrolet,C-Class,2008,14000,212500.0,16.0,Electric,Automatic,Fleet vehicle
3947,Hyundai,Elantra,1997,28300,,27.0,Diesel,Semi-Automatic,Refurbished
3948,Kia,A4,2021,13300,-5000.0,3.0,Gas,Automatic,Fleet vehicle
3949,Nissan,,2019,34000,183000.0,5.0,Diesel,Automatic,Fleet vehicle
3950,Hyundai,C-Class,2006,16400,224500.0,18.0,Electric,Manual,Imported
3951,Chevrolet,Civic,2018,44800,115000.0,6.0,Diesel,Semi-Automatic,
3952,???,Impala,1993,8700,,31.0,Petrol,Manual,Imported
3953,Ford,Sportage,2002,7300,-5000.0,22.0,Petrol,Manual,Second owner
3954,BMW,Civic,2004,34200,212000.0,20.0,Hybrid,Automatic,Imported
3955,Nissan,C-Class,2007,-1,268500.0,17.0,Diesel,Automatic,Refurbished
3956,Nissan,Sportage,2022,15000,84000.0,2.0,Gas,Semi-Automatic,Refurbished
3957,Kia,Sportage,2012,7900,89500.0,12.0,Electric,Manual,Imported
3958,BMW,Corolla,2003,28100,288500.0,21.0,Petrol,Semi-Automatic,Imported
3959,BMW,Civic,1993,Error,14000.0,31.0,Gas,Automatic,Fleet vehicle
3960,Kia,Elantra,2012,10900,210500.0,12.0,Diesel,Automatic,Fleet vehicle
3961,Honda,Altima,2020,13800,295500.0,4.0,Gas,Manual,
3962,Hyundai,Sportage,Year?,21300,44500.0,,Hybrid,Manual,Fleet vehicle
3963,Honda,Impala,2010,28400,274500.0,14.0,Diesel,Manual,Refurbished
3964,Audi,Elantra,1998,Error,8000.0,26.0,Diesel,Manual,Imported
3965,Honda,Corolla,2007,44700,29500.0,17.0,Hybrid,Automatic,
3966,Chevrolet,Impala,2004,38700,111000.0,20.0,Diesel,Manual,First owner
3967,Nissan,Sportage,2023,6900,47500.0,1.0,Hybrid,Semi-Automatic,Fleet vehicle
3968,,C-Class,2016,20500,204000.0,8.0,Petrol,Semi-Automatic,
3969,Ford,A4,1999,37500,252500.0,25.0,Electric,Semi-Automatic,
3970,Kia,A4,2014,,232500.0,10.0,Electric,Automatic,Second owner
3971,Audi,Corolla,2019,48500,2500.0,5.0,Petrol,Semi-Automatic,Refurbished
3972,Audi,Corolla,2014,11100,197500.0,10.0,Gas,Manual,Imported
3973,Hyundai,X5,1997,38000,14000.0,27.0,Hybrid,Automatic,
3974,Mercedes,A4,2012,19500,261500.0,12.0,Diesel,Semi-Automatic,Refurbished
3975,Kia,X5,1997,3500,123500.0,27.0,Hybrid,Manual,Fleet vehicle
3976,Mercedes,F-150,2013,27900,26500.0,11.0,Petrol,Manual,Refurbished
3977,Audi,Civic,1991,44800,41500.0,33.0,Gas,Manual,Refurbished
3978,Mercedes,Impala,1990,34300,259500.0,34.0,Petrol,Manual,Second owner
3979,Kia,A4,1990,10000,,34.0,Gas,Manual,First owner
3980,Toyota,A4,2011,48900,168000.0,13.0,Diesel,Manual,Second owner
3981,Mercedes,Sportage,1990,44200,289000.0,34.0,Hybrid,Automatic,Fleet vehicle
3982,BMW,F-150,2021,33900,289500.0,3.0,Hybrid,Automatic,Fleet vehicle
3983,BMW,F-150,1996,17500,,28.0,Electric,Manual,Imported
3984,Chevrolet,X5,2016,11200,9000.0,8.0,Gas,Automatic,
3985,Toyota,Elantra,2022,10700,44000.0,2.0,Petrol,Semi-Automatic,Imported
3986,Toyota,Elantra,2009,25700,189500.0,15.0,Hybrid,Automatic,
3987,Mercedes,Elantra,1998,27600,,26.0,Hybrid,Automatic,Fleet vehicle
3988,Audi,X5,1994,44200,23500.0,30.0,Hybrid,Automatic,Second owner
3989,Honda,Civic,1998,41700,270000.0,26.0,Electric,Semi-Automatic,Refurbished
3990,Nissan,Elantra,Year?,5200,236000.0,,Electric,Automatic,Fleet vehicle
3991,Mercedes,Altima,1994,44400,203000.0,30.0,Petrol,Automatic,Second owner
3992,BMW,Unknown,2019,10000,,5.0,Hybrid,Automatic,Imported
3993,Ford,C-Class,2016,Error,150000.0,8.0,Diesel,Semi-Automatic,Fleet vehicle
3994,Kia,Sportage,1995,-1,88500.0,29.0,Gas,Semi-Automatic,Refurbished
3995,Mercedes,Civic,1990,47800,168000.0,34.0,Hybrid,Manual,
3996,Nissan,Elantra,1998,21000,117500.0,26.0,Petrol,Semi-Automatic,
3997,Nissan,Sportage,2001,37700,170500.0,23.0,Diesel,Manual,Imported
3998,BMW,Altima,2005,7800,257500.0,19.0,Gas,Semi-Automatic,Imported
3999,Audi,Altima,2020,39800,160000.0,4.0,Gas,Manual,Refurbished
4000,Audi,X5,2007,42600,,17.0,Diesel,Semi-Automatic,First owner
4001,Ford,Elantra,2001,9500,205000.0,23.0,Gas,Semi-Automatic,Refurbished
4002,Audi,Sportage,2010,44700,,14.0,Diesel,Automatic,Imported
4003,Nissan,A4,1991,25400,287500.0,33.0,Diesel,Manual,First owner
4004,Kia,Elantra,2005,47800,94500.0,19.0,Electric,Automatic,First owner
4005,Honda,Sportage,1996,4600,269500.0,28.0,Hybrid,Automatic,Second owner
4006,Ford,Corolla,2016,13700,253500.0,8.0,Petrol,Semi-Automatic,First owner
4007,Chevrolet,Unknown,2010,Error,244000.0,14.0,Hybrid,Manual,Second owner
4008,Kia,F-150,2023,,54500.0,1.0,Hybrid,Semi-Automatic,First owner
4009,???,F-150,2021,47500,239000.0,3.0,Gas,Automatic,
4010,Honda,F-150,1997,48700,112000.0,27.0,Gas,Automatic,Imported
4011,Hyundai,Unknown,1996,44100,207000.0,28.0,Electric,Semi-Automatic,Second owner
4012,Honda,F-150,2017,,47500.0,7.0,Hybrid,Automatic,Fleet vehicle
4013,Toyota,Sportage,2010,27100,64500.0,14.0,Hybrid,Manual,First owner
4014,BMW,Elantra,1999,1000,189500.0,25.0,Diesel,Semi-Automatic,Fleet vehicle
4015,Audi,F-150,1998,43600,50000.0,26.0,Petrol,Automatic,
4016,Ford,X5,1991,17900,-5000.0,33.0,Petrol,Manual,
4017,Audi,Altima,2012,42700,87000.0,12.0,Petrol,Manual,
4018,Kia,Corolla,2020,-1,165500.0,4.0,Diesel,Manual,Imported
4019,Ford,Civic,1990,2300,241000.0,34.0,Diesel,Semi-Automatic,Imported
4020,Mercedes,Impala,2018,Error,259000.0,6.0,Hybrid,Manual,Second owner
4021,Honda,Impala,2016,28100,192500.0,8.0,Hybrid,Automatic,Refurbished
4022,Ford,Impala,1996,12800,,28.0,Diesel,Automatic,Fleet vehicle
4023,Hyundai,Altima,2002,-1,211500.0,22.0,Petrol,Semi-Automatic,Second owner
4024,Mercedes,C-Class,2003,18800,43000.0,21.0,Hybrid,Automatic,First owner
4025,Kia,Sportage,2003,47700,165000.0,21.0,Hybrid,Semi-Automatic,
4026,Ford,F-150,1990,5000,282500.0,34.0,Hybrid,Semi-Automatic,Refurbished
4027,Toyota,Impala,1993,42900,249500.0,31.0,Hybrid,Automatic,
4028,Kia,A4,2019,21700,179500.0,5.0,Hybrid,Automatic,
4029,Mercedes,F-150,2003,36600,191500.0,21.0,Electric,Semi-Automatic,Refurbished
4030,Toyota,F-150,2005,32400,293500.0,19.0,Petrol,Automatic,Refurbished
4031,Mercedes,Impala,1995,22700,,29.0,Petrol,Semi-Automatic,Imported
4032,Toyota,C-Class,2014,47500,117000.0,10.0,Gas,Automatic,Fleet vehicle
4033,Hyundai,A4,1991,32100,68000.0,33.0,Gas,Semi-Automatic,
4034,BMW,A4,2019,42800,1500.0,5.0,Electric,Semi-Automatic,Imported
4035,,Impala,2017,36400,20500.0,7.0,Petrol,Semi-Automatic,First owner
4036,Chevrolet,F-150,1997,15900,,27.0,Petrol,Automatic,Second owner
4037,Hyundai,X5,1994,2900,120500.0,30.0,Gas,Automatic,
4038,Toyota,F-150,2003,8300,83000.0,21.0,Petrol,Semi-Automatic,First owner
4039,Toyota,Altima,1992,-1,31000.0,32.0,Petrol,Semi-Automatic,Fleet vehicle
4040,Hyundai,Altima,2012,-1,198000.0,12.0,Hybrid,Automatic,First owner
4041,Kia,X5,2005,48800,185500.0,19.0,Gas,Semi-Automatic,Imported
4042,,Impala,2004,4400,52500.0,20.0,Diesel,Manual,Refurbished
4043,Hyundai,,2019,2400,-5000.0,5.0,Gas,Semi-Automatic,First owner
4044,Mercedes,Elantra,2003,,262500.0,21.0,Electric,Manual,Refurbished
4045,Hyundai,Civic,2011,23900,170500.0,13.0,Electric,Automatic,Refurbished
4046,Toyota,Unknown,1997,1200,245500.0,27.0,Gas,Manual,First owner
4047,Ford,C-Class,Year?,24100,124500.0,,Petrol,Automatic,First owner
4048,Ford,Sportage,2008,4600,96500.0,16.0,Gas,Semi-Automatic,
4049,Mercedes,X5,2022,12600,12000.0,2.0,Petrol,Automatic,Second owner
4050,Audi,Impala,2020,37400,149000.0,4.0,Diesel,Semi-Automatic,Imported
4051,Toyota,Impala,2017,13000,166000.0,7.0,Diesel,Semi-Automatic,
4052,Ford,A4,1999,17000,68000.0,25.0,Electric,Manual,Fleet vehicle
4053,Mercedes,Civic,2003,7100,234000.0,21.0,Hybrid,Manual,First owner
4054,Nissan,Elantra,2008,48900,241500.0,16.0,Diesel,Automatic,
4055,Toyota,C-Class,2021,49300,152000.0,3.0,Diesel,Semi-Automatic,Fleet vehicle
4056,Toyota,X5,1994,,125500.0,30.0,Hybrid,Manual,Imported
4057,Toyota,Sportage,2008,38500,265000.0,16.0,Gas,Manual,
4058,Mercedes,Elantra,1992,-1,235500.0,32.0,Diesel,Automatic,Imported
4059,Honda,,1993,Error,54000.0,31.0,Gas,Semi-Automatic,Refurbished
4060,Ford,Civic,2014,25900,114000.0,10.0,Petrol,Semi-Automatic,First owner
4061,Mercedes,F-150,2014,15700,48000.0,10.0,Electric,Semi-Automatic,
4062,Kia,X5,2016,32600,,8.0,Hybrid,Semi-Automatic,Refurbished
4063,Ford,X5,2013,,276000.0,11.0,Gas,Manual,Fleet vehicle
4064,Mercedes,Altima,2010,16700,197500.0,14.0,Diesel,Semi-Automatic,Fleet vehicle
4065,Audi,F-150,2017,39500,-5000.0,7.0,Electric,Manual,Fleet vehicle
4066,Audi,Corolla,2009,29200,,15.0,Gas,Manual,
4067,BMW,Unknown,1999,32200,36500.0,25.0,Petrol,Automatic,Refurbished
4068,Ford,Civic,2022,47100,200500.0,2.0,Gas,Automatic,First owner
4069,Nissan,C-Class,1995,43000,194500.0,29.0,Petrol,Semi-Automatic,Fleet vehicle
4070,Toyota,Sportage,1994,Error,267500.0,30.0,Electric,Manual,Second owner
4071,Honda,Unknown,1993,12300,137500.0,31.0,Electric,Manual,Refurbished
4072,Ford,Altima,2001,7300,185500.0,23.0,Diesel,Automatic,Imported
4073,Mercedes,Impala,2016,5800,142500.0,8.0,Electric,Automatic,Imported
4074,,A4,2003,29200,89500.0,21.0,Hybrid,Automatic,Imported
4075,Hyundai,Impala,1996,17500,220500.0,28.0,Diesel,Automatic,Refurbished
4076,Kia,Sportage,2015,16900,280000.0,9.0,Gas,Manual,Refurbished
4077,Ford,X5,2001,18800,158500.0,23.0,Electric,Manual,Second owner
4078,BMW,Civic,2019,2200,60500.0,5.0,Electric,Semi-Automatic,Fleet vehicle
4079,Audi,Civic,2008,40800,114000.0,16.0,Gas,Automatic,Imported
4080,Audi,Civic,2014,45000,,10.0,Hybrid,Semi-Automatic,Imported
4081,???,F-150,1990,45900,295500.0,34.0,Hybrid,Automatic,Second owner
4082,Mercedes,Altima,2022,38000,77000.0,2.0,Electric,Manual,Fleet vehicle
4083,Hyundai,Corolla,2003,39700,97500.0,21.0,Petrol,Semi-Automatic,Refurbished
4084,Chevrolet,Altima,2000,21300,12500.0,24.0,Electric,Automatic,
4085,Audi,Impala,2021,43700,260500.0,3.0,Hybrid,Manual,Fleet vehicle
4086,Chevrolet,Impala,2022,22900,56500.0,2.0,Electric,Manual,Imported
4087,Hyundai,C-Class,2013,10000,131500.0,11.0,Petrol,Automatic,Second owner
4088,Audi,Sportage,1990,26100,149500.0,34.0,Electric,Semi-Automatic,Fleet vehicle
4089,Chevrolet,A4,1994,24400,142000.0,30.0,Hybrid,Manual,
4090,Kia,Sportage,2016,Error,223500.0,8.0,Hybrid,Automatic,First owner
4091,BMW,Impala,2018,6400,,6.0,Gas,Automatic,Imported
4092,Nissan,X5,2020,21800,200000.0,4.0,Electric,Manual,First owner
4093,Mercedes,F-150,1990,33100,147000.0,34.0,Hybrid,Manual,Fleet vehicle
4094,Nissan,Corolla,2003,29000,121000.0,21.0,Petrol,Manual,Second owner
4095,Kia,A4,1996,14000,283500.0,28.0,Hybrid,Manual,Fleet vehicle
4096,Toyota,F-150,2010,19500,54000.0,14.0,Diesel,Semi-Automatic,Imported
4097,Kia,Sportage,2007,37700,218000.0,17.0,Electric,Manual,
4098,Chevrolet,Elantra,1993,7900,77500.0,31.0,Electric,Semi-Automatic,Refurbished
4099,Honda,A4,2022,16600,286500.0,2.0,Hybrid,Manual,First owner
4100,Honda,C-Class,1996,16200,180000.0,28.0,Gas,Semi-Automatic,Second owner
4101,Toyota,Elantra,Year?,8700,,,Diesel,Manual,Fleet vehicle
4102,Audi,Sportage,2020,11000,220000.0,4.0,Hybrid,Manual,First owner
4103,Chevrolet,Elantra,2017,24900,77500.0,7.0,Petrol,Semi-Automatic,Fleet vehicle
4104,Ford,C-Class,1991,3500,281000.0,33.0,Diesel,Automatic,
4105,Ford,Impala,2019,4800,69500.0,5.0,Hybrid,Manual,First owner
4106,Toyota,Civic,1992,24100,220500.0,32.0,Electric,Manual,First owner
4107,Kia,C-Class,2002,8000,269000.0,22.0,Hybrid,Semi-Automatic,Refurbished
4108,Audi,Corolla,1997,47200,55500.0,27.0,Diesel,Automatic,Second owner
4109,Ford,X5,2023,28600,145500.0,1.0,Electric,Semi-Automatic,Refurbished
4110,Hyundai,A4,1993,12900,-5000.0,31.0,Diesel,Automatic,Fleet vehicle
4111,Ford,Corolla,1996,17000,268500.0,28.0,Petrol,Manual,
4112,Chevrolet,Altima,2003,38600,90500.0,21.0,Diesel,Semi-Automatic,Second owner
4113,Mercedes,Elantra,2018,46300,69500.0,6.0,Diesel,Manual,
4114,,Impala,2011,3700,286000.0,13.0,Diesel,Automatic,Second owner
4115,Ford,Civic,1997,42500,228000.0,27.0,Diesel,Semi-Automatic,First owner
4116,Toyota,Impala,2008,,25000.0,16.0,Diesel,Manual,
4117,Hyundai,Corolla,2005,15500,28000.0,19.0,Gas,Semi-Automatic,
4118,Nissan,Civic,1992,30500,21000.0,32.0,Hybrid,Semi-Automatic,First owner
4119,Nissan,Corolla,2023,30600,,1.0,Hybrid,Manual,Second owner
4120,Audi,A4,1995,20900,297500.0,29.0,Petrol,Manual,Refurbished
4121,Mercedes,Sportage,2021,34100,141500.0,3.0,Diesel,Manual,Second owner
4122,Ford,F-150,0,27500,299500.0,,Gas,Automatic,
4123,???,F-150,1993,38900,259500.0,31.0,Electric,Semi-Automatic,Fleet vehicle
4124,Audi,Impala,2011,31300,29500.0,13.0,Hybrid,Automatic,Imported
4125,Toyota,Altima,2018,15800,75500.0,6.0,Gas,Manual,Imported
4126,Nissan,X5,2012,25200,282000.0,12.0,Electric,Automatic,First owner
4127,Hyundai,Altima,2019,48000,50000.0,5.0,Electric,Manual,
4128,Honda,X5,2019,33000,62000.0,5.0,Diesel,Automatic,First owner
4129,Toyota,Elantra,1994,16100,149000.0,30.0,Hybrid,Semi-Automatic,First owner
4130,Mercedes,F-150,2004,39900,55000.0,20.0,Petrol,Manual,Fleet vehicle
4131,Mercedes,C-Class,2010,10300,50000.0,14.0,Diesel,Manual,Imported
4132,Kia,X5,2015,19400,143500.0,9.0,Petrol,Automatic,
4133,BMW,Sportage,2010,22800,79500.0,14.0,Petrol,Automatic,First owner
4134,Kia,Corolla,1994,46400,183500.0,30.0,Diesel,Semi-Automatic,Refurbished
4135,Chevrolet,Altima,2023,31600,150500.0,1.0,Gas,Semi-Automatic,
4136,Audi,Civic,2016,18100,90500.0,8.0,Gas,Automatic,Refurbished
4137,Nissan,C-Class,2019,30700,197000.0,5.0,Petrol,Automatic,Second owner
4138,Ford,Altima,1995,26000,,29.0,Gas,Manual,
4139,Hyundai,F-150,2005,16500,205000.0,19.0,Electric,Manual,First owner
4140,Kia,F-150,1996,40700,178000.0,28.0,Electric,Manual,First owner
4141,BMW,C-Class,2021,22500,228000.0,3.0,Diesel,Manual,Fleet vehicle
4142,BMW,Corolla,1994,43400,1500.0,30.0,Diesel,Semi-Automatic,Refurbished
4143,Chevrolet,C-Class,,37700,295000.0,,Hybrid,Semi-Automatic,
4144,Nissan,Impala,2011,33800,205000.0,13.0,Gas,Semi-Automatic,Fleet vehicle
4145,???,Corolla,2020,42800,273000.0,4.0,Gas,Manual,Imported
4146,Toyota,Impala,2004,21000,279000.0,20.0,Gas,Manual,First owner
4147,,Sportage,1994,3400,64000.0,30.0,Hybrid,Automatic,First owner
4148,Honda,A4,2010,3200,179000.0,14.0,Petrol,Semi-Automatic,First owner
4149,Mercedes,F-150,2012,9800,1500.0,12.0,Diesel,Semi-Automatic,Second owner
4150,Hyundai,X5,1997,22400,216000.0,27.0,Diesel,Semi-Automatic,First owner
4151,Hyundai,A4,1992,Error,73500.0,32.0,Petrol,Automatic,Fleet vehicle
4152,Toyota,Impala,2018,Error,155000.0,6.0,Electric,Semi-Automatic,Second owner
